Time (HH:MM:SS) - Plot 0	RFU - Plot 0	Time (HH:MM:SS) - Plot 1	RFU - Plot 1	Time (HH:MM:SS) - Plot 2	RFU - Plot 2
407.272	0	407.272	2	407.272	1
408.272	0	408.272	1	408.272	1
409.273	1	409.273	0	409.273	1
410.274	1	410.274	0	410.274	0
411.274	2	411.274	0	411.274	0
412.275	2	412.275	1	412.275	0
413.276	2	413.276	1	413.276	1
414.276	2	414.276	1	414.276	1
415.277	3	415.277	2	415.277	0
416.278	3	416.278	2	416.278	0
417.278	4	417.278	2	417.278	1
418.279	3	418.279	2	418.279	1
419.28	3	419.28	2	419.28	1
420.28	3	420.28	3	420.28	1
421.281	2	421.281	4	421.281	1
422.282	1	422.282	4	422.282	0
423.282	1	423.282	3	423.282	0
424.283	1	424.283	1	424.283	1
425.284	1	425.284	0	425.284	1
426.284	1	426.284	0	426.284	0
427.285	0	427.285	1	427.285	0
428.286	0	428.286	2	428.286	0
429.286	0	429.286	3	429.286	0
430.287	0	430.287	2	430.287	0
431.288	0	431.288	1	431.288	0
432.288	0	432.288	1	432.288	0
433.289	0	433.289	2	433.289	0
434.29	1	434.29	2	434.29	0
435.29	1	435.29	2	435.29	0
436.291	2	436.291	1	436.291	0
437.292	2	437.292	1	437.292	0
438.292	2	438.292	1	438.292	0
439.293	2	439.293	1	439.293	0
440.294	2	440.294	3	440.294	1
441.294	1	441.294	3	441.294	1
442.295	1	442.295	3	442.295	1
443.296	0	443.296	2	443.296	1
444.296	0	444.296	1	444.296	1
445.297	0	445.297	0	445.297	1
446.298	0	446.298	1	446.298	2
447.298	1	447.298	1	447.298	2
448.299	1	448.299	1	448.299	2
449.3	1	449.3	2	449.3	1
450.3	1	450.3	2	450.3	0
451.301	1	451.301	2	451.301	0
452.302	2	452.302	1	452.302	0
453.302	2	453.302	0	453.302	1
454.303	2	454.303	0	454.303	1
455.304	2	455.304	0	455.304	1
456.304	2	456.304	0	456.304	0
457.305	2	457.305	0	457.305	0
458.306	1	458.306	-1	458.306	1
459.306	1	459.306	-1	459.306	0
460.307	1	460.307	0	460.307	0
461.308	1	461.308	0	461.308	0
462.308	1	462.308	-1	462.308	0
463.309	1	463.309	-1	463.309	0
464.31	1	464.31	-2	464.31	0
465.31	2	465.31	-2	465.31	0
466.311	2	466.311	-1	466.311	0
467.312	2	467.312	-1	467.312	0
468.312	1	468.312	-1	468.312	0
469.313	1	469.313	-1	469.313	0
470.314	1	470.314	0	470.314	1
471.314	0	471.314	0	471.314	2
472.315	1	472.315	-1	472.315	2
473.316	1	473.316	-3	473.316	2
474.316	1	474.316	-4	474.316	1
475.317	0	475.317	-3	475.317	1
476.318	0	476.318	-2	476.318	1
477.318	1	477.318	-1	477.318	1
478.319	1	478.319	-2	478.319	1
479.32	1	479.32	-4	479.32	1
480.32	1	480.32	-5	480.32	1
481.321	0	481.321	-5	481.321	1
482.322	0	482.322	-4	482.322	1
483.322	0	483.322	-3	483.322	0
484.323	1	484.323	-3	484.323	1
485.324	1	485.324	-3	485.324	1
486.324	1	486.324	-3	486.324	1
487.325	0	487.325	-3	487.325	1
488.326	0	488.326	-2	488.326	1
489.326	0	489.326	-2	489.326	2
490.327	0	490.327	-2	490.327	2
491.328	1	491.328	-2	491.328	2
492.328	1	492.328	-2	492.328	2
493.329	2	493.329	-1	493.329	1
494.33	1	494.33	-1	494.33	0
495.33	1	495.33	0	495.33	0
496.331	1	496.331	-1	496.331	0
497.332	2	497.332	-1	497.332	1
498.332	2	498.332	-2	498.332	1
499.333	2	499.333	-1	499.333	2
500.334	3	500.334	-1	500.334	2
501.334	4	501.334	-1	501.334	2
502.335	4	502.335	-1	502.335	3
503.336	3	503.336	0	503.336	3
504.336	2	504.336	0	504.336	4
505.337	2	505.337	0	505.337	3
506.338	2	506.338	0	506.338	3
507.338	2	507.338	0	507.338	2
508.339	1	508.339	1	508.339	2
509.34	1	509.34	1	509.34	2
510.34	0	510.34	2	510.34	2
511.341	0	511.341	2	511.341	2
512.342	0	512.342	1	512.342	2
513.342	1	513.342	0	513.342	2
514.343	1	514.343	0	514.343	2
515.344	1	515.344	0	515.344	2
516.344	1	516.344	0	516.344	2
517.345	2	517.345	0	517.345	2
518.346	2	518.346	0	518.346	2
519.346	1	519.346	0	519.346	2
520.347	1	520.347	0	520.347	2
521.348	0	521.348	0	521.348	1
522.348	0	522.348	0	522.348	1
523.349	0	523.349	0	523.349	0
524.35	1	524.35	0	524.35	0
525.35	2	525.35	0	525.35	0
526.351	3	526.351	0	526.351	0
527.352	2	527.352	0	527.352	0
528.352	2	528.352	0	528.352	0
529.353	1	529.353	0	529.353	0
530.354	2	530.354	1	530.354	0
531.354	2	531.354	2	531.354	1
532.355	3	532.355	4	532.355	0
533.356	3	533.356	5	533.356	0
534.356	2	534.356	5	534.356	0
535.357	2	535.357	4	535.357	1
536.358	2	536.358	3	536.358	1
537.358	3	537.358	3	537.358	1
538.359	3	538.359	3	538.359	2
539.36	4	539.36	4	539.36	2
540.36	3	540.36	4	540.36	3
541.361	3	541.361	3	541.361	3
542.362	2	542.362	2	542.362	4
543.362	1	543.362	1	543.362	4
544.363	1	544.363	1	544.363	4
545.364	0	545.364	1	545.364	3
546.364	0	546.364	2	546.364	2
547.365	0	547.365	3	547.365	1
548.366	0	548.366	3	548.366	0
549.366	0	549.366	3	549.366	0
550.367	0	550.367	5	550.367	0
551.368	1	551.368	5	551.368	0
552.368	1	552.368	4	552.368	0
553.369	1	553.369	2	553.369	0
554.37	2	554.37	1	554.37	1
555.37	2	555.37	1	555.37	1
556.371	1	556.371	2	556.371	1
557.372	1	557.372	3	557.372	0
558.372	1	558.372	4	558.372	0
559.373	1	559.373	3	559.373	1
560.374	1	560.374	2	560.374	1
561.374	1	561.374	0	561.374	1
562.375	2	562.375	0	562.375	1
563.376	2	563.376	1	563.376	1
564.376	2	564.376	3	564.376	1
565.377	2	565.377	4	565.377	1
566.378	2	566.378	3	566.378	2
567.378	2	567.378	3	567.378	2
568.379	2	568.379	3	568.379	1
569.38	2	569.38	4	569.38	1
570.38	1	570.38	3	570.38	0
571.381	1	571.381	3	571.381	0
572.382	1	572.382	2	572.382	0
573.382	1	573.382	2	573.382	0
574.383	1	574.383	2	574.383	0
575.384	1	575.384	2	575.384	0
576.384	1	576.384	2	576.384	0
577.385	1	577.385	1	577.385	1
578.386	1	578.386	0	578.386	1
579.386	1	579.386	0	579.386	1
580.387	1	580.387	0	580.387	1
581.388	1	581.388	0	581.388	1
582.388	2	582.388	0	582.388	1
583.389	2	583.389	2	583.389	1
584.39	2	584.39	3	584.39	1
585.39	2	585.39	3	585.39	1
586.391	2	586.391	1	586.391	1
587.392	2	587.392	1	587.392	0
588.392	2	588.392	2	588.392	0
589.393	3	589.393	3	589.393	0
590.394	3	590.394	3	590.394	1
591.394	2	591.394	2	591.394	1
592.395	2	592.395	1	592.395	1
593.396	1	593.396	0	593.396	1
594.396	2	594.396	0	594.396	1
595.397	2	595.397	1	595.397	1
596.398	1	596.398	2	596.398	1
597.398	1	597.398	3	597.398	1
598.399	1	598.399	3	598.399	1
599.4	2	599.4	3	599.4	1
600.4	2	600.4	2	600.4	0
601.401	2	601.401	2	601.401	0
602.402	2	602.402	2	602.402	1
603.402	2	603.402	2	603.402	1
604.403	1	604.403	2	604.403	2
605.404	1	605.404	3	605.404	2
606.404	1	606.404	3	606.404	2
607.405	1	607.405	3	607.405	2
608.406	1	608.406	2	608.406	2
609.406	2	609.406	1	609.406	2
610.407	2	610.407	0	610.407	1
611.408	2	611.408	1	611.408	0
612.408	2	612.408	1	612.408	0
613.409	2	613.409	1	613.409	1
614.41	2	614.41	1	614.41	1
615.41	2	615.41	1	615.41	1
616.411	2	616.411	2	616.411	1
617.412	2	617.412	3	617.412	1
618.412	2	618.412	3	618.412	0
619.413	2	619.413	2	619.413	0
620.414	2	620.414	1	620.414	0
621.414	3	621.414	0	621.414	0
622.415	3	622.415	0	622.415	0
623.416	4	623.416	0	623.416	1
624.416	4	624.416	1	624.416	1
625.417	3	625.417	1	625.417	2
626.418	3	626.418	1	626.418	2
627.418	2	627.418	1	627.418	2
628.419	1	628.419	1	628.419	1
629.42	1	629.42	0	629.42	1
630.42	0	630.42	0	630.42	1
631.421	0	631.421	0	631.421	1
632.422	0	632.422	1	632.422	2
633.422	1	633.422	2	633.422	2
634.423	2	634.423	2	634.423	1
635.424	2	635.424	2	635.424	1
636.424	2	636.424	2	636.424	1
637.425	2	637.425	3	637.425	1
638.426	2	638.426	4	638.426	2
639.426	2	639.426	5	639.426	3
640.427	3	640.427	4	640.427	2
641.428	2	641.428	3	641.428	2
642.428	2	642.428	3	642.428	1
643.429	1	643.429	4	643.429	2
644.43	1	644.43	4	644.43	2
645.43	1	645.43	3	645.43	2
646.431	1	646.431	2	646.431	1
647.432	1	647.432	2	647.432	1
648.432	1	648.432	3	648.432	2
649.433	1	649.433	4	649.433	1
650.434	1	650.434	6	650.434	1
651.434	1	651.434	7	651.434	1
652.435	1	652.435	7	652.435	1
653.436	2	653.436	8	653.436	1
654.436	2	654.436	7	654.436	1
655.437	3	655.437	6	655.437	1
656.438	3	656.438	5	656.438	2
657.438	3	657.438	5	657.438	1
658.439	2	658.439	5	658.439	1
